postalCode,lat,lng
21309,32.5464,-115.3549
21310,32.5464,-115.3549
21320,32.5709,-115.3834
21323,32.5709,-115.3834
21324,32.6025,-115.5261
21325,32.5709,-115.3834
21326,32.5804,-115.5848
21327,31.7379,-115.1637
21330,32.5464,-115.3549
21337,32.5464,-115.3549
21339,31.7379,-115.1637
21340,31.7379,-115.1637
21350,32.5566,-115.4195
21353,32.5566,-115.4195
21354,32.5566,-115.4195
21355,31.7379,-115.1637
21356,32.5566,-115.4195
21360,32.3944,-115.2833
21370,32.3733,-115.0653
21371,32.5322,-115.2467
21376,32.6489,-115.3717
21378,31.7379,-115.1637
21379,32.4006,-115.065
21380,32.584,-115.484
21383,32.5563,-115.4291
21384,32.5924,-115.6185
21385,32.5968,-115.3944
21386,32.565,-115.4411
21387,32.5563,-115.4291
21389,32.4216,-115.2209
21390,32.5726,-115.4249
21393,32.5672,-115.3011
21394,32.1985,-115.1827
21395,32.6328,-115.3166
21396,31.7379,-115.1637
21397,32.5968,-115.3944
21398,32.5652,-115.346
21399,32.5652,-115.346
21600,32.6442,-115.3678
21601,32.6308,-115.5422
21602,32.6238,-115.5551
21603,32.5924,-115.6185
21604,32.6019,-115.533
21607,32.5602,-115.3837
21609,32.5602,-115.3837
21611,32.5522,-115.4364
21612,32.5522,-115.4364
21613,32.5522,-115.4364
21614,32.5522,-115.4364
21620,32.5049,-115.2109
21621,32.6642,-115.3473
21624,32.5622,-115.3056
21627,32.5193,-115.2367
21628,32.5534,-115.2401
21700,32.4867,-115.2392
21701,32.4341,-115.275
21703,32.5387,-115.4546
21704,32.4341,-115.275
21705,32.411,-115.1883
21706,32.3842,-115.2296
21710,32.3289,-115.2405
21713,32.3289,-115.2405
21720,32.3676,-115.1092
21722,32.3487,-115.0887
21723,32.3298,-115.0681
21730,32.2479,-115.2811
21731,32.2344,-115.3157
21735,32.2486,-115.2523
21738,32.2811,-115.1129
21739,32.2215,-115.2205
21740,32.2248,-115.1913
21741,32.2205,-115.2974
21742,32.1725,-115.2864
21743,32.1116,-115.1876
21800,32.3666,-115.0052
21801,32.3069,-115.006
21802,32.3069,-115.006
21803,32.1875,-115.0075
21810,32.1866,-114.9685
21813,32.1866,-114.9685
21820,32.4684,-115.0825
21821,32.3775,-115.0919
21830,32.4944,-115.0378
21831,32.499,-114.962
21832,32.4862,-115.0055
21833,32.4932,-115.0018
21840,32.511,-114.9228
21841,32.4987,-114.8898
21850,30.9915,-114.8057
21855,30.9915,-114.8057
21900,32.5685,-114.9942
21902,32.555,-115.0472
21903,32.57,-115.0222
21904,32.5504,-115.0305
21905,32.5619,-114.9266
21909,31.7379,-115.1637
21910,32.6061,-115.0573
21911,32.6393,-114.8398
21912,32.5508,-115.1006
21913,32.5481,-115.0706
21920,32.2633,-115.2122
21921,32.6322,-115.0183
21922,31.7379,-115.1637
21925,32.6267,-115.2081
21930,32.5633,-114.9095
21950,32.5457,-114.865
21951,32.5457,-114.865
21960,32.6424,-114.8724
21961,32.5815,-114.8423
21962,32.6114,-114.9175
21963,32.6561,-114.8554
21964,32.6311,-114.8064
21966,32.6322,-114.8545
21970,32.6337,-115.1143
21971,32.454,-115.0406
21980,32.6118,-114.8243
21400,32.4893,-116.5534
21410,32.4407,-116.2689
21420,32.4893,-116.5534
21430,32.5769,-116.5883
21432,32.5637,-116.603
21433,32.5628,-116.5269
21440,32.4893,-116.5534
21442,32.4893,-116.5534
21447,32.4893,-116.5534
21448,32.4407,-116.2689
21449,32.4893,-116.5534
21450,32.3479,-116.5672
21452,32.4407,-116.2689
21453,32.3861,-116.6361
21460,32.5224,-116.4487
21462,32.4407,-116.2689
21463,32.5224,-116.4487
21470,32.4407,-116.2689
21472,32.4407,-116.2689
21477,32.56,-116.5728
21478,32.5634,-116.5969
21479,32.507,-116.601
21480,32.5419,-116.6361
21482,32.5419,-116.6361
21483,32.4407,-116.2689
21484,32.5419,-116.6361
21485,32.5419,-116.6361
21490,32.4407,-116.2689
21496,32.5467,-116.6172
21500,32.4407,-116.2689
21503,32.5036,-116.4504
21505,32.509,-116.2972
21506,32.5411,-116.4156
21507,32.5764,-116.5396
21510,32.524,-116.054
21511,32.5908,-116.1917
21517,32.5375,-116.6281
21519,32.5508,-116.2912
21520,32.5496,-116.6764
21530,32.5603,-116.5292
21550,32.4096,-116.3214
21553,32.4556,-116.3674
21560,32.4407,-116.2689
21570,32.2969,-116.5338
21573,32.3829,-116.3507
22000,32.4041,-116.8198
22010,32.5431,-116.7812
22014,32.5431,-116.7812
22015,32.4041,-116.8198
22020,32.5167,-117.0167
22024,32.5167,-117.0167
22025,32.5167,-117.0167
22030,32.4248,-116.8983
22034,32.4248,-116.8983
22035,32.4248,-116.8983
22040,32.362,-116.9505
22044,32.362,-116.9505
22045,32.2396,-116.8698
22046,32.4041,-116.8198
22050,32.466,-116.6881
22054,32.4041,-116.8198
22055,32.466,-116.6881
22056,32.4041,-116.8198
22100,32.4424,-116.7405
22104,32.5344,-116.6314
22105,32.5001,-116.8004
22106,32.2808,-116.6753
22110,32.3683,-116.6556
22114,32.3444,-116.8508
22115,32.4386,-116.8661
22116,32.5408,-116.7603
22117,32.4041,-116.8198
22120,32.4355,-116.9168
22123,32.4194,-116.9228
22124,32.4516,-116.9109
22125,32.4355,-116.9168
22126,32.4355,-116.9168
22127,32.4355,-116.9168
22160,32.3915,-116.9576
22163,32.3915,-116.9576
22164,32.3925,-116.955
22165,32.3915,-116.9576
22170,32.4502,-116.856
22180,32.4072,-116.7282
22183,32.4444,-116.8219
22185,32.4072,-116.7282
22186,32.37,-116.6345
22190,32.4041,-116.8198
22194,32.4386,-116.8661
22195,32.4386,-116.8661
22196,32.4134,-116.8441
22200,32.3617,-116.7366
22203,32.3617,-116.7366
22204,32.2999,-116.6654
22205,32.4041,-116.8198
22206,32.4041,-116.8198
22207,32.3617,-116.7366
22210,32.4222,-117.0664
22214,32.4222,-117.0664
22215,32.4222,-117.0664
22216,32.4222,-117.0664
22217,32.4222,-117.0664
22220,32.405,-116.7997
22223,32.4041,-116.8198
22224,32.405,-116.7997
22225,32.405,-116.7997
22226,32.405,-116.7997
22230,32.405,-116.7997
22234,32.405,-116.7997
22235,32.405,-116.7997
22236,32.405,-116.7997
22237,32.405,-116.7997
22244,32.2572,-116.746
22245,32.4041,-116.8198
22246,32.4875,-116.8267
22250,32.4256,-116.8831
22253,32.4511,-116.8223
22254,32.5075,-116.7383
22255,32.4732,-116.8046
22260,32.405,-116.7997
22263,32.405,-116.7997
22330,32.5075,-116.7919
22333,32.4939,-116.8222
22334,32.5007,-116.8071
22335,32.5007,-116.8071
22400,32.5167,-116.9833
22404,32.4041,-116.8198
22405,32.5167,-116.9833
22406,32.5167,-116.9833
22410,32.5333,-116.7333
22414,32.5333,-116.7333
22415,32.4041,-116.8198
22416,32.5333,-116.7333
22420,32.3362,-116.7472
22424,32.4776,-117.0087
22425,32.3362,-116.7472
22426,32.4041,-116.8198
22427,32.1947,-116.4857
22430,32.468,-116.8041
22434,32.468,-116.8041
22435,32.468,-116.8041
22436,32.468,-116.8041
22439,32.468,-116.8041
22440,32.5254,-116.9178
22444,32.5254,-116.9178
22446,32.5254,-116.9178
22450,32.4749,-116.7956
22454,32.4749,-116.7956
22455,32.4749,-116.7956
22456,32.5408,-116.6475
22457,32.4089,-116.9436
22460,32.4667,-116.7769
22464,32.4667,-116.7769
22465,32.4667,-116.7769
22470,32.5482,-116.7397
22473,32.5482,-116.7397
22474,32.5482,-116.7397
22476,32.5482,-116.7397
22500,32.4538,-116.9963
22504,32.4041,-116.8198
22505,32.4041,-116.8198
22506,32.4538,-116.9963
22510,32.4386,-116.9661
22515,32.4585,-117.0176
22516,32.4585,-117.0176
22517,32.4983,-117.1207
22520,32.4306,-116.8706
22523,32.4724,-116.9359
22524,32.4225,-117.0431
22525,32.4724,-116.9359
22526,32.5187,-117.0874
22530,32.4538,-116.9963
22534,32.4538,-116.9963
22535,32.4041,-116.8198
22536,32.4538,-116.9963
22537,32.4538,-116.9963
22540,32.5651,-116.5175
22544,32.5651,-116.5175
22545,32.4041,-116.8198
22550,32.4619,-117.101
22555,32.4679,-117.0877
22557,32.4628,-117.105
22560,32.4252,-117.0949
22563,32.4258,-117.0392
22564,32.4536,-117.065
22565,32.4258,-117.0392
22566,32.425,-117.0911
22567,32.4258,-117.0392
22600,32.4041,-116.8198
22604,32.499,-117.0707
22605,32.4252,-117.0099
22606,32.4041,-116.8198
22607,32.3,-116.9167
22610,32.4345,-116.9469
22614,32.4345,-116.9469
22615,32.4041,-116.8198
22616,32.4345,-116.9469
22620,32.4041,-116.8198
22624,32.4345,-116.9469
22625,32.4345,-116.9469
22626,32.4345,-116.9469
22630,32.4041,-116.8198
22634,32.4041,-116.8198
22635,32.37,-116.6345
22636,32.4669,-117.0231
22637,32.3557,-116.8121
22640,32.4871,-117.01
22643,32.472,-116.8841
22644,32.4383,-116.9756
22645,32.4462,-117.001
22646,32.477,-116.8799
22647,32.466,-116.6881
22650,32.4273,-117.0268
22654,32.4264,-116.9881
22660,32.4658,-117.0369
22663,32.4041,-116.8198
22664,32.4306,-117.025
22665,32.43,-117.0378
22666,32.4831,-116.8688
22667,32.4461,-117.0263
22720,32.521,-116.7644
22700,32.2447,-116.9381
22703,32.3243,-117.0511
22704,32.2528,-116.8907
22705,32.2528,-116.8907
22706,32.2528,-116.8907
22707,32.2528,-116.8907
22710,32.1664,-116.8988
22713,32.298,-117.0258
22714,32.2223,-116.9139
22715,32.2726,-116.9721
22716,32.2528,-116.8907
22717,32.2894,-116.9894
22740,32.3318,-116.9918
22744,32.1009,-116.8563
22745,32.1813,-116.737
22746,32.1008,-116.8692
23600,25.1413,-111.3569
23610,25.3127,-111.6826
23620,25.0606,-111.6534
23630,25.4914,-111.8201
23631,25.1033,-111.6064
23640,25.0784,-111.2174
23641,25.0593,-111.4421
23650,25.4914,-111.8201
23658,25.1033,-111.6064
23660,25.1033,-111.6064
23670,25.4568,-111.881
23676,25.2103,-111.6278
23677,25.0321,-111.6626
23678,25.2103,-111.6278
23680,25.0264,-111.673
23683,25.0264,-111.673
23690,24.9348,-111.7229
23695,24.9348,-111.7229
23696,24.9348,-111.7229
23697,24.9348,-111.7229
23700,25.2634,-111.7744
23701,25.4068,-111.7932
23708,25.2022,-111.8264
23710,25.2632,-111.8872
23712,25.2632,-111.8872
23713,25.1284,-111.9313
23715,25.398,-111.8431
23720,25.1461,-111.9322
23721,25.1214,-111.9556
23722,25.1401,-112.0018
23730,25.1158,-111.8272
23731,25.3153,-111.9061
23733,25.1367,-111.875
23734,25.1577,-111.9143
23736,25.0684,-111.6422
23737,25.1588,-111.833
23739,25.1588,-111.833
23740,24.7887,-112.105
23743,24.8295,-112.0912
23748,24.6336,-112.1394
23749,24.5049,-111.8461
23750,24.4777,-111.8218
23760,25.0759,-111.444
23766,25.0917,-111.3228
23767,25.0601,-111.5652
23770,24.93,-111.6281
23771,24.9829,-111.5845
23773,24.8336,-111.6976
23774,24.9527,-111.6407
23775,24.9832,-111.5853
23780,25.1398,-111.5661
23789,25.1398,-111.5661
23790,25.0319,-111.7692
23800,26.1278,-111.9399
23801,26.1278,-111.9399
23802,26.1939,-111.8004
23803,25.4914,-111.8201
23805,26.0617,-112.0794
23808,26.1278,-111.9399
23810,26.2029,-112.0469
23811,26.3779,-112.5118
23812,26.2561,-112.4802
23813,26.3489,-112.1706
23816,26.1664,-112.2457
23818,26.1168,-112.2629
23820,26.1774,-112.0905
23823,26.3055,-111.891
23824,26.2516,-111.9343
23828,26.25,-111.75
23829,25.4914,-111.8201
23830,25.8333,-112.0833
23832,25.9597,-112.0827
23834,26.0015,-112.1981
23837,25.8527,-111.8877
23838,25.8031,-112.0283
23840,25.4283,-111.9006
23844,25.4442,-111.8739
23845,25.4363,-111.8873
23847,25.4363,-111.8873
23851,25.6798,-112.0061
23853,25.6584,-111.9094
23854,25.6371,-111.8127
23860,25.872,-111.5602
23870,25.5878,-111.6284
