postalCode,lat,lng
36215,20.8242,-101.5511
36216,20.8201,-101.625
36217,20.764,-101.6587
36218,20.8522,-101.6717
36700,20.5636,-101.1434
36704,20.5636,-101.1434
36710,20.6027,-101.1679
36714,20.6027,-101.1679
36715,20.6251,-101.1651
36716,20.6027,-101.1679
36717,20.6027,-101.1679
36720,20.5644,-101.14
36722,20.4561,-101.0531
36723,20.6251,-101.1651
36724,20.5378,-101.1311
36726,20.5378,-101.1311
36730,20.6251,-101.1651
36732,20.5636,-101.1434
36733,20.5636,-101.1434
36740,20.6251,-101.1651
36743,20.4904,-101.1319
36744,20.6251,-101.1651
36747,20.6255,-101.1571
36748,20.4904,-101.1319
36749,20.6251,-101.1651
36750,20.7034,-101.0794
36752,20.7034,-101.0794
36753,20.6251,-101.1651
36754,20.7034,-101.0794
36759,20.7034,-101.0794
36760,20.5636,-101.1434
36764,20.5636,-101.1434
36765,20.5636,-101.1434
36766,20.6251,-101.1651
36770,20.5539,-101.181
36772,20.5539,-101.181
36773,20.5539,-101.181
36774,20.5539,-101.181
36775,20.5539,-101.181
36776,20.5539,-101.181
36777,20.5539,-101.181
36778,20.5539,-101.181
36780,20.6251,-101.1651
36782,20.6251,-101.1651
36783,20.5422,-101.1392
36784,20.527,-101.1505
36785,20.527,-101.1505
36786,20.527,-101.1505
36787,20.6251,-101.1651
36790,20.626,-101.1509
36793,20.6251,-101.1651
36850,20.8431,-101.1053
36853,20.6897,-101.2135
36854,20.7842,-101.1439
36855,20.74,-101.1934
36856,20.6837,-101.2633
36857,20.6494,-101.2136
36858,20.8381,-101.1392
36860,20.5929,-101.1268
36863,20.6389,-101.1378
36864,20.6489,-101.1453
36865,20.7167,-101.25
36866,20.6449,-101.1006
36867,20.5972,-101.0903
36870,20.5722,-101.2942
36873,20.6139,-101.2164
36874,20.5322,-101.2767
36875,20.6251,-101.1651
36876,20.5729,-101.2459
36877,20.6251,-101.1651
36878,20.5119,-101.2581
36880,20.4761,-101.2236
36883,20.6251,-101.1651
36884,20.5797,-101.0684
36885,20.5128,-101.1744
36886,20.4949,-101.1811
36887,20.5833,-101.1667
36888,20.5019,-101.0678
38900,20.2231,-100.8616
38903,20.2282,-100.8242
38904,20.1486,-100.8653
38905,20.164,-100.886
38906,20.1777,-100.8717
38909,20.1225,-100.9622
38910,20.2875,-100.8772
38911,20.2788,-100.9364
38912,20.289,-100.9174
38913,20.2745,-100.9634
38914,20.2689,-100.9233
38915,20.3016,-100.8452
38919,20.2464,-100.8274
38920,20.2585,-101.026
38921,20.2288,-101.0181
38927,20.0337,-100.9376
38930,20.2644,-100.9466
38931,20.2272,-100.9378
38932,20.2288,-100.9429
38933,20.2013,-100.9011
38938,20.2075,-100.9151
37850,21.4676,-100.8727
37853,21.4683,-100.8745
37854,21.4597,-100.8693
37855,21.4674,-100.8779
37856,21.4724,-100.877
37857,21.4721,-100.8695
37860,21.4715,-100.9202
37863,21.4769,-100.7855
37864,21.4994,-100.8331
37866,21.5233,-100.8275
37867,21.4461,-100.7386
37870,21.3335,-100.954
37873,21.3794,-100.9079
37874,21.3399,-100.8969
37875,21.4192,-100.8592
37876,21.3458,-100.7036
37877,21.3847,-100.6723
37600,21.4711,-101.214
37603,21.4781,-101.1842
37604,21.3539,-101.12
37605,21.37,-101.2412
37606,21.3333,-101.2444
37610,21.7208,-101.3378
37611,21.735,-101.0378
37613,21.6664,-101.0648
37614,21.5708,-101.2639
37615,21.6046,-101.1505
37616,21.6039,-101.0792
37620,21.2889,-101.2758
37623,21.2219,-101.3275
37624,21.3654,-101.5228
37625,21.3599,-101.4332
36300,20.9408,-101.8128
36310,20.9208,-101.7946
36312,20.9208,-101.7946
36313,20.9192,-101.7886
36314,20.9208,-101.7946
36315,20.9208,-101.7946
36320,20.9192,-101.7886
36322,20.81,-101.7122
36330,20.9192,-101.7886
36333,21.0256,-101.7581
36340,20.9192,-101.7886
36342,20.8356,-101.7317
36350,20.9372,-101.7165
36352,20.9192,-101.7886
36353,20.9192,-101.7886
36354,21.0097,-101.8347
36360,21.0078,-101.8383
36361,21.0078,-101.8383
36364,21.0078,-101.8383
36365,21.0078,-101.8383
36369,21.0078,-101.8383
36370,21.0662,-101.6197
36372,20.9192,-101.7886
36373,21.0662,-101.6197
36379,21.0662,-101.6197
36380,20.9725,-101.8253
36390,21.0013,-101.8472
36394,20.9917,-101.8519
36440,20.915,-101.7413
36441,20.9639,-101.784
36442,21.0183,-101.8119
36443,21.01,-101.8108
36444,21.0169,-101.8392
36445,20.9064,-101.7353
36446,20.9804,-101.8465
36447,20.8833,-101.7167
36449,20.9778,-101.6997
36450,20.8578,-101.7083
36452,20.9394,-101.8338
36453,20.9106,-101.7886
36454,20.8888,-101.7827
36455,20.8306,-101.8528
36456,20.8723,-101.7206
36457,20.8405,-101.8161
36458,20.8138,-101.7786
36459,20.8037,-101.7147
36460,20.9555,-101.7118
36463,20.9521,-101.8122
36465,20.975,-101.7634
36467,20.9532,-101.6814
36468,20.9372,-101.7165
36469,20.9192,-101.7886
37980,20.9823,-100.432
37983,21.0022,-100.3886
37984,21.0022,-100.3886
37985,20.9924,-100.3993
37986,21.0022,-100.3886
37987,20.9539,-100.4478
37988,20.9691,-100.471
37990,21.0308,-100.4544
37991,21.0404,-100.3222
37993,21.04,-100.4064
37994,21.0578,-100.3328
37995,20.9954,-100.3609
37996,21.0022,-100.3886
37997,20.9975,-100.4331
37998,21.0874,-100.384
37900,21.2984,-100.5146
37903,21.3045,-100.5053
37904,21.2942,-100.5085
37905,21.2829,-100.5011
37906,21.3339,-100.6484
37907,21.2974,-100.5248
37913,21.4629,-100.4983
37914,21.2975,-100.5889
37915,21.2235,-100.4937
37916,21.4733,-100.6136
37917,21.1875,-100.6471
37918,21.6264,-100.4403
37919,21.4903,-100.3253
37950,21.135,-100.0776
37953,21.1603,-100.0917
37954,21.2092,-100.1056
37955,21.1386,-100.0331
37956,21.166,-100.0689
37957,21.1507,-100.0719
37958,21.0911,-100.0644
38240,20.6141,-101.0189
38243,20.6523,-101.0452
38244,20.6141,-101.0189
38245,20.6741,-100.9941
38246,20.6182,-101.0437
38247,20.6426,-101.0043
38250,20.5725,-101.0639
38253,20.6314,-100.9829
38254,20.6561,-101.0003
38255,20.6078,-100.9485
38256,20.7536,-101.0106
38257,20.7478,-101.0361
38970,20.1717,-101.0039
38973,20.1621,-100.9987
38974,20.1956,-100.975
38975,20.1842,-100.9603
38977,20.1254,-101.0173
38978,20.1277,-101.0293
36100,20.9545,-101.4565
36103,20.9545,-101.4565
36110,20.9794,-101.479
36112,20.9697,-101.4214
36113,20.9794,-101.4164
36118,20.9794,-101.479
36119,20.963,-101.4378
36120,20.8647,-101.3644
36122,20.9435,-101.4585
36125,20.963,-101.4378
36126,20.9435,-101.4585
36127,20.9435,-101.4585
36128,20.9592,-101.4586
36129,20.9435,-101.4585
36130,20.963,-101.4378
36132,20.9533,-101.4011
36133,20.9719,-101.4424
36135,20.9719,-101.4424
36140,20.963,-101.4378
36142,20.7747,-101.3333
36143,20.963,-101.4378
36149,20.7747,-101.3333
36150,21.0435,-101.5891
36155,20.963,-101.4378
36156,21.0435,-101.5891
36158,21.02,-101.5462
36159,21.0435,-101.5891
36160,20.9672,-101.3469
36169,20.9672,-101.3469
36170,20.8728,-101.3981
36172,20.9287,-101.4428
36270,20.979,-101.4354
36273,20.9908,-101.4856
36274,20.9958,-101.5047
36275,21.0073,-101.4371
36276,21.059,-101.4039
36277,21.0651,-101.473
36278,21.0157,-101.4886
36279,21.0914,-101.4403
36280,20.9017,-101.4785
36283,20.9233,-101.4944
36284,20.963,-101.4378
36285,20.8778,-101.4158
36286,20.845,-101.4264
36287,20.9494,-101.4953
36288,20.9497,-101.4886
36290,21.0086,-101.3686
36293,20.9396,-101.4034
36294,20.8981,-101.3833
36295,20.9362,-101.3626
36296,20.8496,-101.3686
36297,20.975,-101.4117
36298,20.8936,-101.3389
38790,20.0056,-100.5315
38793,20.0067,-100.5019
38794,20.0056,-100.5315
38795,19.9985,-100.5521
38796,19.9694,-100.5075
38797,20.0686,-100.5279
38798,20.0137,-100.514
38700,20.2231,-100.742
38701,20.2955,-100.7597
38702,20.2924,-100.7534
38703,20.2966,-100.7415
38704,20.2966,-100.7415
38705,20.2856,-100.7523
38706,20.3168,-100.7057
38708,20.2966,-100.7415
38709,20.2419,-100.7414
38710,20.2945,-100.8145
38712,20.3653,-100.6843
38713,20.3911,-100.7217
38714,20.3979,-100.6754
38715,20.3461,-100.7839
38716,20.3545,-100.7054
38717,20.3317,-100.8002
38720,20.2835,-100.805
38724,20.2606,-100.7636
38725,20.2525,-100.7965
37970,21.1001,-100.1593
37973,21.0868,-100.2685
37974,21.0853,-100.1531
37975,21.0764,-100.185
37976,21.0374,-100.1785
37977,20.9908,-100.1489
37978,21.0136,-100.1408
38980,20.1306,-101.145
38982,20.1197,-101.1526
38983,20.1197,-101.1526
38984,20.1094,-101.1814
38985,20.1438,-101.1521
38986,20.1032,-101.1582
38987,20.0917,-101.1036
38988,20.1124,-101.1207
38989,20.0415,-101.2033
38400,20.3911,-101.1853
38403,20.3914,-101.1714
38404,20.3783,-101.2705
38405,20.5272,-101.3456
38406,20.4034,-101.1963
38407,20.394,-101.2164
38410,20.4689,-101.3739
38413,20.4397,-101.3572
38414,20.3783,-101.2705
38415,20.3783,-101.2705
38416,20.4814,-101.2567
38417,20.4793,-101.3271
38420,20.4244,-101.2753
38423,20.4219,-101.251
38424,20.4272,-101.2106
38425,20.4491,-101.1909
38426,20.4469,-101.1525
38427,20.4206,-101.135
38430,20.3792,-101.2764
38433,20.3281,-101.2983
38434,20.3783,-101.2705
38435,20.4,-101.2
38436,20.3783,-101.2705
38437,20.2814,-101.3305
38440,20.3632,-101.3645
38443,20.3889,-101.3714
38445,20.3213,-101.3485
38446,20.4138,-101.3778
38447,20.4304,-101.3104
38450,20.3094,-101.1786
38453,20.3417,-101.2089
38454,20.3225,-101.2117
38455,20.3542,-101.1864
38456,20.3731,-101.1125
38457,20.2614,-101.1778
38460,20.3489,-101.4281
38463,20.3313,-101.3779
38464,20.3177,-101.4434
38465,20.2959,-101.4182
38466,20.3027,-101.3897
38467,20.3153,-101.4022
37920,21.3282,-100.2265
37923,21.4866,-100.1137
37924,21.4505,-100.1308
37925,21.4067,-100.2953
37926,21.2653,-100.3292
37927,21.2842,-100.1361
37928,21.2058,-100.1917
38260,20.542,-100.9925
38263,20.5361,-101
38265,20.5444,-100.9914
38269,20.5672,-100.9829
38270,20.5312,-101.0637
38271,20.529,-101.0706
38272,20.5226,-101.0616
38273,20.5419,-101.0587
38280,20.5332,-101.0236
38290,20.5536,-100.9417
38291,20.5427,-100.957
38293,20.5598,-100.9578
38294,20.5222,-100.9197
38295,20.5446,-100.9441
37930,21.2993,-100.0574
37932,21.4112,-100.0762
37933,21.3487,-100.0897
37934,21.4388,-99.8561
37935,21.2972,-99.9003
37936,21.2924,-99.8796
37937,21.2564,-100.0772
37938,21.2523,-99.992
37939,21.2234,-99.9242
38940,20.1859,-101.1493
38943,20.1832,-101.2257
38944,20.1859,-101.1493
38945,20.1832,-101.2257
38946,20.1859,-101.1493
38947,20.2828,-101.0947
38948,20.0938,-101.0482
38950,20.1928,-101.2493
38953,20.2023,-101.1786
38954,20.1984,-101.062
38955,20.2828,-101.0947
38956,20.2489,-101.2508
38957,20.2075,-101.26
38958,20.1019,-101.0183
38960,20.1569,-101.3356
38961,20.1566,-101.3413
38963,20.1236,-101.3881
38964,20.051,-101.3482
38965,20.1087,-101.3669
38966,20.2664,-101.3305
38967,20.1336,-101.2961
39300,16.8062,-99.761
39350,16.8062,-99.761
39355,16.8062,-99.761
39357,16.8062,-99.761
39358,16.8062,-99.761
39359,16.8062,-99.761
39360,16.8062,-99.761
39370,16.7896,-99.7904
39380,16.8062,-99.761
39385,16.8062,-99.761
39390,16.9573,-99.7143
39400,16.9573,-99.7143
39405,16.8842,-99.8
39406,16.884,-99.8088
39407,16.9202,-99.9579
39410,16.9573,-99.7143
39412,16.903,-99.8262
39422,17.0164,-99.7431
39425,16.9573,-99.7143
39430,16.903,-99.8262
39450,16.9573,-99.7143
39460,16.9573,-99.7143
39463,16.903,-99.8262
39467,16.903,-99.8262
39470,16.9573,-99.7143
39474,16.903,-99.8262
39475,16.9573,-99.7143
39480,16.9573,-99.7143
39489,16.9573,-99.7143
39493,16.9573,-99.7143
39499,16.903,-99.8262
39500,16.8952,-99.8701
39510,16.9573,-99.7143
39520,16.8952,-99.8701
39528,16.9573,-99.7143
39530,16.8667,-99.9
39540,16.8952,-99.8701
39550,16.8667,-99.9
39560,16.8952,-99.8701
39562,16.9573,-99.7143
39570,16.8952,-99.8701
39573,16.8952,-99.8701
39574,16.9573,-99.7143
39580,16.9573,-99.7143
39589,16.9573,-99.7143
39590,16.8952,-99.8701
39600,17.0335,-99.7825
39610,17.0335,-99.7825
39613,16.9573,-99.7143
39615,17.0335,-99.7825
39620,17.0972,-99.8172
39630,17.0335,-99.7825
39633,17.0335,-99.7825
39640,16.9573,-99.7143
39650,16.9573,-99.7143
39660,16.9573,-99.7143
39670,17.0335,-99.7825
39679,17.0335,-99.7825
39680,17.1435,-99.6964
39683,17.1435,-99.6964
39689,17.1435,-99.6964
39690,17.0335,-99.7825
39699,17.0335,-99.7825
39700,16.8174,-99.6785
39703,16.9573,-99.7143
39704,16.9573,-99.7143
39710,16.9122,-99.8084
39713,16.9124,-99.8156
39714,16.8928,-99.5439
39715,16.9095,-99.7737
39720,16.9573,-99.7143
39729,16.9287,-99.8254
39730,16.9573,-99.7143
39740,16.8947,-99.772
39745,16.9573,-99.7143
39746,16.9573,-99.7143
39747,16.8947,-99.772
39748,16.9573,-99.7143
39750,16.9573,-99.7143
39753,16.8947,-99.772
39759,16.9573,-99.7143
39760,16.9573,-99.7143
39770,16.9178,-99.6663
39773,16.8928,-99.7265
39774,16.8842,-99.8
39780,16.9573,-99.7143
39787,16.8747,-99.8366
39790,16.8739,-99.8226
39799,16.9573,-99.7143
39800,16.9573,-99.7143
39803,16.8251,-99.764
39810,16.8714,-99.7498
39813,16.8714,-99.7498
39814,16.8941,-99.7159
39815,16.826,-99.8178
39820,16.8271,-99.8425
39830,16.8251,-99.764
39840,16.9573,-99.7143
39845,16.8919,-99.8642
39850,16.8251,-99.764
39859,16.8251,-99.764
39860,16.85,-99.85
39865,16.85,-99.85
39866,16.85,-99.85
39867,16.9573,-99.7143
39868,16.85,-99.85
39869,16.85,-99.85
39880,16.8251,-99.764
39887,16.8251,-99.764
39888,16.8251,-99.764
39889,16.8251,-99.764
39890,16.9573,-99.7143
39893,16.6922,-99.6339
39897,16.7919,-99.7322
39898,16.9573,-99.7143
39899,16.7919,-99.7322
39900,16.9087,-99.9815
39901,16.9349,-99.8233
39902,16.8978,-99.8792
39903,16.8646,-99.7654
39904,16.8417,-99.7489
39905,16.9202,-99.9579
39906,16.822,-99.8106
39908,16.8296,-99.7781
39909,16.9573,-99.7143
39910,17.1042,-99.7116
39911,17.0829,-99.7153
39915,17.1269,-99.6723
39917,17.0593,-99.6815
39918,17.0972,-99.8172
39919,17.0756,-99.7833
39920,16.9978,-99.78
39921,16.8011,-99.6572
39922,16.9745,-99.7082
39923,17.0164,-99.7431
39924,16.9741,-99.737
39925,17.0556,-99.7394
39926,16.9847,-99.8038
39927,16.9811,-99.508
39928,16.931,-99.6876
39930,16.7161,-99.6102
39931,16.8249,-99.7072
39932,16.8229,-99.7316
39934,16.8153,-99.6469
39935,16.8536,-99.5894
39936,16.7673,-99.6672
39937,16.8767,-99.6209
41130,17.7523,-98.9514
41133,17.8363,-98.8956
41134,17.685,-98.9051
41135,17.7043,-98.7852
41136,17.6812,-98.8163
41137,17.7523,-98.9514
41140,17.7497,-99.0914
41144,17.7086,-99.0408
41145,17.6863,-99.0647
41146,17.7442,-98.948
41147,17.7282,-99.0042
41150,17.7856,-98.8814
41153,17.7672,-98.9736
41154,17.7644,-99.0344
41156,17.8977,-98.925
41157,17.841,-98.9258
40730,17.9191,-100.6076
40731,18.2731,-100.5853
40732,18.2447,-100.56
40733,18.2143,-100.5479
40734,18.1703,-100.4869
40735,18.2117,-100.5018
40736,18.2735,-100.6112
40737,18.1807,-100.5206
40740,18.1956,-100.3589
40741,18.1947,-100.3817
40744,18.18,-100.4581
40745,18.1975,-100.5157
40746,18.2007,-100.5026
40747,18.1597,-100.4558
40748,18.178,-100.5851
40750,18.0619,-100.4629
40751,18.0535,-100.5193
40754,18.056,-100.5261
40758,17.9034,-100.5727
41670,17.384,-98.451
41671,17.5022,-98.4125
41676,17.4323,-98.3824
41677,17.42,-98.3544
41678,17.3989,-98.3747
41679,17.3839,-98.3611
41680,17.4367,-98.4374
41681,17.4367,-98.4374
41682,17.4992,-98.3833
41688,17.3759,-98.3661
41690,17.3542,-98.4606
41695,17.3515,-98.341
41270,17.6733,-98.5258
41272,17.6181,-98.5141
41280,17.5925,-98.4864
40531,18.1864,-99.8849
40532,18.1496,-99.8883
40533,18.1129,-99.8903
40534,18.1866,-99.9026
40535,18.1519,-99.8969
40537,18.0912,-99.9808
40538,18.0912,-99.9808
40539,18.1519,-99.8969
40540,18.1907,-100.0326
40541,18.0912,-99.9808
40542,17.9586,-100.0225
40543,18.1414,-100.0485
40544,18.0912,-99.9808
40545,18.1414,-100.0485
40547,18.1744,-100.0656
40548,18.1414,-100.0485
40549,18.2266,-99.9894
40550,18.0472,-100.0089
40551,18.0189,-99.9621
40552,18.0216,-99.9205
40553,17.9769,-100.0231
40500,18.2628,-100.1542
40502,18.3789,-100.2625
40503,18.3778,-100.1878
40505,18.2861,-100.0897
40506,18.3495,-100.2012
40507,18.3148,-100.1917
40508,18.3388,-100.1301
40509,18.2287,-100.277
40510,18.2378,-100.102
40511,18.1675,-100.1715
40512,18.2712,-100.2647
40513,18.2497,-100.16
40514,18.2207,-100.3121
40515,18.2723,-100.1454
40516,18.2291,-100.2093
40517,18.2073,-100.1287
40518,18.1591,-100.2778
40520,18.1416,-100.2117
40521,18.1398,-100.1643
40522,18.125,-100.2681
40523,18.0971,-100.24
40528,18.1622,-100.1378
40529,18.2526,-100.1987
41030,18.1053,-99.1078
41031,18.1582,-99.1426
41032,18.236,-99.0554
41033,18.1866,-99.1226
41034,18.1399,-99.1874
41040,18.1164,-98.9536
41570,17.3114,-98.6039
41440,17.5143,-98.903
41441,17.4264,-98.8059
41442,17.5482,-98.8271
41443,17.5902,-98.8993
41444,17.5594,-98.9056
41446,17.6011,-99.0219
41450,17.5012,-98.8894
41451,17.4425,-98.8408
41452,17.4719,-98.8651
41460,17.2945,-98.9674
41461,17.3413,-98.9187
41462,17.3853,-98.8861
41463,17.3419,-98.9492
40930,17.1929,-100.4399
40932,17.1678,-100.4286
40933,17.1736,-100.4436
40934,17.1708,-100.385
40935,17.1418,-100.3384
40936,17.089,-100.3259
40937,17.2164,-100.4447
40938,17.1928,-100.4764
40939,17.1564,-100.4144
40940,17.2848,-100.3469
40941,17.258,-100.4182
40942,17.2564,-100.359
40943,17.2269,-100.2772
40944,17.2547,-100.2606
40947,17.255,-100.4814
40949,17.2042,-100.4251
40950,17.4742,-100.3696
40951,17.4179,-100.3768
40952,17.3331,-100.3031
40953,17.3778,-100.4618
40954,17.3139,-100.3724
40955,17.2954,-100.4037
40956,17.3757,-100.1972
40957,17.3496,-100.2623
40958,17.2779,-100.2707
39200,16.9572,-99.0676
39202,16.9231,-99.1003
39203,16.8977,-99.0849
39204,16.9798,-99.1145
39205,16.8783,-99.1036
39206,16.8617,-99.0544
39207,16.8616,-99.1523
39208,16.8282,-99.1091
39209,16.9572,-99.0676
39210,16.9092,-98.9272
39211,17.0414,-99.0028
39212,16.995,-99.0475
39216,16.9325,-99.0228
39217,16.9456,-99.0077
39218,16.8601,-98.9673
39219,16.9058,-98.9758
39220,17.041,-99.2127
39221,17.0397,-99.1694
39222,17.0414,-99.2328
39223,17.0879,-99.1166
39224,17.037,-99.0499
39225,16.9945,-99.0961
39229,16.9723,-98.978
41900,16.765,-98.5805
41902,16.765,-98.5805
41903,16.765,-98.5805
41904,16.765,-98.5805
41905,16.7283,-98.6225
41906,16.6835,-98.5724
41907,16.7855,-98.5027
41910,16.6693,-98.6496
41913,16.6961,-98.58
41914,16.6661,-98.5339
41915,16.6044,-98.5148
41916,16.596,-98.5441
41917,16.5344,-98.57
41918,16.6682,-98.5332
40960,17.1336,-100.4594
40961,17.1406,-100.4278
40962,17.1679,-100.4982
40963,17.1708,-100.5389
40964,17.0973,-100.4716
40966,17.1391,-100.4741
40967,17.1083,-100.5333
40968,17.1261,-100.455
40330,18.4601,-99.4068
40333,18.4642,-99.416
40334,18.464,-99.4067
40335,18.4603,-99.4103
40336,18.453,-99.4116
40337,18.4615,-99.4208
40338,18.4603,-99.4103
40340,18.5492,-99.4247
40341,18.5147,-99.4387
40342,18.5367,-99.4445
40347,18.4615,-99.4208
40348,18.4717,-99.4297
40350,18.495,-99.4597
40351,18.4615,-99.4208
40352,18.4088,-99.4739
40355,18.4352,-99.4734
40860,18.3147,-101.7357
40863,18.3379,-101.6779
40864,18.1902,-101.785
40865,18.4482,-101.8176
40866,18.2777,-101.7621
40867,18.2433,-101.727
40870,18.0446,-101.5111
40873,18.1405,-101.6756
40874,18.1223,-101.5787
40875,18.142,-101.4075
40580,18.2967,-99.6344
40581,18.191,-99.6721
40582,18.2185,-99.6572
40583,18.1322,-99.7137
40584,18.2352,-99.6785
40585,18.2853,-99.634
40586,18.222,-99.7222
40590,18.1285,-99.7611
40591,17.9777,-99.663
40592,18.004,-99.7135
40593,18.0067,-99.7275
40595,18.0318,-99.7332
40596,18.0541,-99.7756
40597,18.147,-99.7706
40598,18.1736,-99.687
40599,18.1592,-99.7478
41870,16.621,-99.0114
41872,16.608,-98.9306
41873,16.6013,-98.9588
41874,16.608,-98.9306
41875,16.608,-98.9306
41879,16.6342,-99.0592
41880,16.5661,-98.8521
41887,16.5384,-98.9136
41890,16.5928,-98.9102
41892,16.6344,-98.9353
41060,17.8835,-99.1308
41061,18.0207,-98.9357
41062,17.9503,-98.9136
41063,17.9478,-98.9861
41070,18.0973,-99.0463
41077,18.0973,-99.0463
41470,17.4198,-98.6564
41471,17.4231,-98.6572
41480,17.5256,-98.7668
41481,17.5103,-98.7625
41490,17.3504,-98.7097
41491,17.3416,-98.6257
41498,17.4211,-98.7319
41499,17.4211,-98.6314
40970,16.9935,-100.0798
40972,16.9935,-100.0798
40973,17.1425,-100.0589
40974,17.1425,-100.0589
40975,17.1425,-100.0589
40976,17.1425,-100.0589
40977,17.1425,-100.0589
40978,16.9935,-100.0798
40980,17.1049,-100.0422
40981,17.1425,-100.0589
40982,17.0347,-100.2479
40983,16.9847,-100.1269
40984,16.9946,-100.1236
40985,17.0003,-99.9395
40986,17.0569,-100.2964
40987,17.1889,-100.1186
40988,17.0578,-99.9618
40989,16.9628,-100.1423
40990,17.1956,-100.0084
40992,17.235,-99.8652
40994,17.2252,-100.0707
40997,17.2239,-100.1544
40700,18.1719,-100.8917
40701,18.3583,-100.7083
40702,18.0833,-100.7667
40703,18.2681,-100.6808
40704,18.2664,-100.6697
40705,18.2269,-100.8027
40706,18.0817,-100.93
40708,17.7238,-100.8755
40709,18.0817,-100.93
40710,18.3709,-100.8829
40711,18.4721,-100.8625
40712,18.4086,-100.8494
40714,18.1206,-100.9315
40715,18.3356,-100.8839
40716,18.2987,-100.8931
40717,18.076,-101.237
40719,18.2314,-100.8426
40720,18.2044,-100.7408
40723,18.0615,-101.2266
40727,18.1329,-100.9837
40729,18.1329,-100.9837
41940,16.6291,-98.5837
41943,16.6291,-98.5837
41944,16.6291,-98.5837
41945,16.462,-98.5177
41946,16.462,-98.5177
41947,16.6291,-98.5837
41948,16.6291,-98.5837
41949,16.462,-98.5177
41950,16.5623,-98.4392
41951,16.5086,-98.4642
41952,16.5753,-98.4906
41953,16.5324,-98.5276
41954,16.5328,-98.4889
41955,16.5229,-98.4051
41960,16.3911,-98.4982
41961,16.434,-98.595
41962,16.4845,-98.6084
41963,16.4474,-98.6422
41965,16.4014,-98.5983
41968,16.3268,-98.5684
41080,17.7435,-98.6604
41083,17.7416,-98.646
41084,17.7383,-98.6713
41085,17.7416,-98.646
41086,17.7397,-98.6317
41087,17.7416,-98.646
41090,17.7181,-98.6454
41091,17.7222,-98.6681
41092,17.7056,-98.6661
41840,16.7264,-98.9314
41841,16.7123,-99.0556
41842,16.7948,-98.9355
41843,16.7465,-98.956
41844,16.727,-98.954
41846,16.7121,-98.8606
41850,16.677,-99.0162
41851,16.6636,-99.0461
41852,16.6673,-99.0602
41860,16.6979,-98.9532
40560,18.0642,-99.7978
40561,18.1717,-99.8514
40562,18.2264,-99.8717
40563,18.1465,-99.7821
40568,17.9832,-99.8182
40570,18.2739,-99.7618
40571,18.2232,-99.7549
40572,18.2079,-99.7884
40573,18.1769,-99.7606
40574,18.1754,-99.7669
40579,18.1246,-99.8147
40630,18.5421,-100.5756
40631,18.4326,-100.5714
40632,18.7125,-100.5224
40633,18.4667,-100.6421
40634,18.5012,-100.565
40635,18.5258,-100.578
40636,18.4787,-100.5867
40638,18.8099,-100.5313
40639,18.5258,-100.578
40640,18.6794,-100.6911
40642,18.7998,-100.5937
40643,18.782,-100.666
40644,18.7799,-100.7028
40645,18.7026,-100.666
40646,18.6992,-100.5953
40647,18.6588,-100.6781
40648,18.6293,-100.6932
40649,18.5436,-100.7258
40650,18.6536,-100.6201
40652,18.7432,-100.5116
40653,18.6213,-100.5272
40655,18.6673,-100.5812
40657,18.603,-100.6756
40658,18.6263,-100.5893
40659,18.5956,-100.6742
41100,17.5369,-99.1305
41103,17.5237,-99.1124
41104,17.6184,-99.1807
41105,17.6074,-99.1826
41106,17.6281,-99.1717
41107,17.4665,-98.919
41109,17.4503,-99.1333
41110,17.5794,-99.2356
41113,17.6139,-99.145
41114,17.5378,-99.1525
41115,17.5237,-99.1124
41116,17.4981,-99.1317
41117,17.4635,-98.9067
41118,17.3469,-99.0041
39000,17.5329,-99.5091
39008,17.5329,-99.5091
39009,17.5329,-99.5091
39010,17.3908,-99.6974
39012,17.5629,-99.5044
39013,17.5403,-99.5137
39014,17.5653,-99.5068
39015,17.3908,-99.6974
39016,17.5737,-99.52
39017,17.3908,-99.6974
39018,17.5403,-99.5137
39020,17.3908,-99.6974
39022,17.5606,-99.4943
39025,17.5643,-99.4981
39026,17.5637,-99.5018
39028,17.3908,-99.6974
39029,17.3908,-99.6974
39030,17.5588,-99.5134
39034,17.3908,-99.6974
39035,17.5588,-99.5134
39036,17.5593,-99.5111
39038,17.5575,-99.5203
39039,17.5588,-99.5134
39040,17.3908,-99.6974
39043,17.55,-99.4882
39044,17.3888,-99.6082
39047,17.5547,-99.4873
39048,17.5596,-99.4876
39050,17.2549,-99.4985
39056,17.5438,-99.5208
39058,17.5564,-99.6869
39060,17.544,-99.494
39068,17.5448,-99.4961
39069,17.3908,-99.6974
39070,17.4656,-99.5137
39073,17.5355,-99.5238
39074,17.5343,-99.5045
39075,17.5331,-99.5069
39076,17.5162,-99.4957
39077,17.5203,-99.5192
39078,17.5377,-99.5114
39079,17.5393,-99.5092
39080,17.3908,-99.6974
39085,17.5205,-99.5294
39086,17.5404,-99.4914
39087,17.205,-99.4969
39089,17.5483,-99.4845
39090,17.5328,-99.4852
39091,17.5278,-99.488
39092,17.5278,-99.488
39093,17.5231,-99.4808
39094,17.5278,-99.488
39095,17.5208,-99.4792
39096,17.3908,-99.6974
39097,17.5343,-99.4806
39098,17.5278,-99.488
39100,17.4362,-99.4648
39101,17.4035,-99.4662
39102,17.3888,-99.6082
39103,17.4314,-99.586
39104,17.5052,-99.6375
39105,17.4427,-99.53
